timestamp,variable,value
1479244765.560276,air_carbon_dioxide,340
1479244706.531952,air_carbon_dioxide,341
1479244650.443451,air_carbon_dioxide,342
1479244571.363432,air_carbon_dioxide,343
1479244565.290044,air_carbon_dioxide,345
1479244524.281088,air_carbon_dioxide,347
1479244479.234661,air_carbon_dioxide,348
1479244472.238908,air_carbon_dioxide,350
1479244466.166153,air_carbon_dioxide,351
1479244459.182924,air_carbon_dioxide,352
1479244441.159377,air_carbon_dioxide,353
1479244382.130377,air_carbon_dioxide,354
1479244376.061151,air_carbon_dioxide,356
1479244369.081938,air_carbon_dioxide,358
1479244360.064602,air_carbon_dioxide,359
1479244353.078872,air_carbon_dioxide,361
1479244346.093704,air_carbon_dioxide,362
1479244340.015997,air_carbon_dioxide,363
1479244331.006269,air_carbon_dioxide,364
1479244287.981062,air_carbon_dioxide,365
1479244280.988846,air_carbon_dioxide,367
1479244192.895654,air_carbon_dioxide,369
1479244186.823245,air_carbon_dioxide,370
1479244141.769331,air_carbon_dioxide,371
1479244134.778222,air_carbon_dioxide,372
1479244120.807621,air_carbon_dioxide,373
1479244111.796923,air_carbon_dioxide,374
1479244100.765871,air_carbon_dioxide,375
1479244066.735101,air_carbon_dioxide,376
1479244060.666263,air_carbon_dioxide,377
1479244053.679228,air_carbon_dioxide,379
1479243972.575231,air_carbon_dioxide,381
1479243965.593001,air_carbon_dioxide,382
1479243925.493191,air_carbon_dioxide,384
1479243918.504816,air_carbon_dioxide,385
1479243911.522815,air_carbon_dioxide,388
1479243904.528657,air_carbon_dioxide,390
1479243898.458809,air_carbon_dioxide,391
1479243875.471655,air_carbon_dioxide,392
1479243866.460354,air_carbon_dioxide,393
1479243859.481636,air_carbon_dioxide,395
1479243839.431539,air_carbon_dioxide,396
1479243817.363807,air_carbon_dioxide,397
1479243810.376843,air_carbon_dioxide,401
1479243720.271312,air_carbon_dioxide,402
1479243679.254654,air_carbon_dioxide,404
1479243673.182491,air_carbon_dioxide,406
1479243666.198348,air_carbon_dioxide,407
1479243659.206688,air_carbon_dioxide,410
1479243621.138796,air_carbon_dioxide,411
1479243603.117044,air_carbon_dioxide,412
1479243551.069843,air_carbon_dioxide,414
1479243476.961494,air_carbon_dioxide,416
1479243408.909724,air_carbon_dioxide,417
1479243402.839257,air_carbon_dioxide,420
1479243330.748144,air_carbon_dioxide,421
1479243321.738179,air_carbon_dioxide,422
1479243314.75536,air_carbon_dioxide,424
1479243296.726337,air_carbon_dioxide,425
1479243246.712432,air_carbon_dioxide,426
1479243240.639201,air_carbon_dioxide,427
1479243161.562438,air_carbon_dioxide,428
1479243145.565283,air_carbon_dioxide,429
1479243138.575053,air_carbon_dioxide,432
1479243057.471101,air_carbon_dioxide,433
1479243048.464175,air_carbon_dioxide,434
1479243042.390253,air_carbon_dioxide,435
1479243035.399259,air_carbon_dioxide,437
1479243003.401123,air_carbon_dioxide,439
1479242992.375876,air_carbon_dioxide,440
1479242985.380957,air_carbon_dioxide,441
1479242925.247566,air_carbon_dioxide,442
1479242918.257281,air_carbon_dioxide,444
1479242866.215022,air_carbon_dioxide,445
1479242859.228405,air_carbon_dioxide,447
1479242830.170259,air_carbon_dioxide,448
1479242823.180327,air_carbon_dioxide,449
1479242817.105713,air_carbon_dioxide,450
1479242810.118246,air_carbon_dioxide,452
1479242776.102376,air_carbon_dioxide,454
1479242769.10978,air_carbon_dioxide,455
1479242745.016144,air_carbon_dioxide,456
1479242736.006331,air_carbon_dioxide,457
1479242729.015211,air_carbon_dioxide,459
1479242722.033151,air_carbon_dioxide,462
1479242715.041352,air_carbon_dioxide,464
1479242699.960871,air_carbon_dioxide,465
1479242633.94676,air_carbon_dioxide,466
1479242593.850439,air_carbon_dioxide,467
1479242582.818304,air_carbon_dioxide,468
1479242575.828046,air_carbon_dioxide,471
1479242561.856776,air_carbon_dioxide,472
1479242402.587068,air_carbon_dioxide,473
1479242395.600284,air_carbon_dioxide,476
1479242354.591426,air_carbon_dioxide,477
1479242318.551596,air_carbon_dioxide,478
1479242291.51672,air_carbon_dioxide,479
1479242285.442523,air_carbon_dioxide,482
1479242267.418489,air_carbon_dioxide,483
1479242260.436003,air_carbon_dioxide,484
1479242215.374277,air_carbon_dioxide,485
1479242208.391518,air_carbon_dioxide,486
1479242168.292098,air_carbon_dioxide,487
1479242161.30413,air_carbon_dioxide,488
1479242141.260692,air_carbon_dioxide,489
1479242134.269913,air_carbon_dioxide,490
1479242127.290319,air_carbon_dioxide,491
1479242109.262609,air_carbon_dioxide,492
1479242078.182714,air_carbon_dioxide,493
1479242071.202991,air_carbon_dioxide,495
1479242055.198697,air_carbon_dioxide,496
1479242048.215556,air_carbon_dioxide,497
1479242042.141458,air_carbon_dioxide,499
1479242019.162196,air_carbon_dioxide,500
1479242003.159593,air_carbon_dioxide,501
1479241958.110021,air_carbon_dioxide,502
1479241952.036548,air_carbon_dioxide,503
1479241915.991548,air_carbon_dioxide,504
1479241909.00855,air_carbon_dioxide,506
1479241820.914093,air_carbon_dioxide,508
1479241219.182792,air_carbon_dioxide,479
1479240618.392926,air_carbon_dioxide,318
1479240388.142165,air_carbon_dioxide,319
1479240140.785681,air_carbon_dioxide,320
1479240133.798614,air_carbon_dioxide,321
1479239532.086162,air_carbon_dioxide,318
1479239457.967235,air_carbon_dioxide,319
1479239448.96412,air_carbon_dioxide,320
1479239439.946835,air_carbon_dioxide,321
1479238838.239342,air_carbon_dioxide,306
1479238236.529786,air_carbon_dioxide,284
1479238230.45272,air_carbon_dioxide,285
1479238160.393866,air_carbon_dioxide,286
